,MSA,num_races,household_size,frac_married,frac_school,frac_college,frac_educated,annual_births,frac_veteran,frac_disability,non_citizen,employment_rate,frac_priv_insurance,frac_mcare_insurance,frac_no_insurance,poverty_rate
39235,"Detroit-Warren-Dearborn, MI",4.0,2.46,0.46,0.74,0.21,0.91,"992,227",0.05,0.13,0.38,0.62,0.7,0.41,0.05,0.1
39236,"Durham-Chapel Hill, NC",4.0,2.36,0.46,0.59,0.37,0.91,"166,768",0.06,0.12,0.57,0.62,0.72,0.31,0.1,0.09
39237,"East Stroudsburg, PA",,,,,,,,,,,,,,,
39238,"Hickory-Lenoir-Morganton, NC",,,,,,,,,,,,,,,
39239,"Houston-The Woodlands-Sugar Land, TX",3.0,2.74,0.51,0.75,0.21,0.84,"1,808,878",0.05,0.1,0.57,0.66,0.6,0.28,0.19,0.11
39240,"Jackson, MI",,,,,,,,,,,,,,,
39241,"Jacksonville, FL",3.0,2.49,0.48,0.76,0.19,0.92,"380,009",0.12,0.13,0.39,0.63,0.7,0.34,0.1,0.09
39242,"Janesville-Beloit, WI",,,,,,,,,,,,,,,
39243,"Kansas City, MO-KS",3.0,2.46,0.52,0.77,0.17,0.93,"517,202",0.07,0.12,0.52,0.68,0.75,0.28,0.09,0.07
39244,"Killeen-Temple, TX",,,,,,,,,,,,,,,
39245,"Kingsport-Bristol, TN-VA",,,,,,,,,,,,,,,
39246,"Lansing-East Lansing, MI",3.0,2.37,0.45,0.55,0.4,0.94,"131,186",0.06,0.15,0.45,0.62,0.75,0.36,0.05,0.07
39247,"Las Vegas-Henderson-Paradise, NV",4.0,2.66,0.44,0.76,0.21,0.87,"551,521",0.08,0.13,0.45,0.64,0.61,0.37,0.13,0.12
39248,"Longview, TX",,,,,,,,,,,,,,,
39249,"Los Angeles-Long Beach-Glendale, CA",,,,,,,,,,,,,,,
39250,"Lynchburg, VA",,,,,,,,,,,,,,,
39251,"Madison, WI",3.0,2.28,0.48,0.62,0.33,0.96,"171,447",0.05,0.09,0.58,0.69,0.82,0.27,0.04,0.05
39252,"Miami-Miami Beach-Kendall, FL",,,,,,,,,,,,,,,
39253,"Monroe, MI",,,,,,,,,,,,,,,
39254,"New York-Newark-Jersey City, NY-NJ-PA",4.0,2.64,0.46,0.68,0.25,0.88,"4,668,590",0.03,0.11,0.41,0.65,0.66,0.39,0.07,0.1
39255,"Oakland-Hayward-Berkeley, CA",,,,,,,,,,,,,,,
39256,"Olympia-Lacey-Tumwater, WA",,,,,,,,,,,,,,,
39257,"Phoenix-Mesa-Chandler, AZ",4.0,2.61,0.49,0.73,0.23,0.89,"1,171,188",0.07,0.12,0.54,0.64,0.66,0.35,0.11,0.08
39258,"Providence-Warwick, RI-MA",4.0,2.4,0.45,0.66,0.3,0.88,"388,957",0.05,0.14,0.41,0.65,0.69,0.41,0.04,0.08
39259,"Roanoke, VA",,,,,,,,,,,,,,,
39260,"Rockford, IL",,,,,,,,,,,,,,,
39261,"Sacramento-Roseville-Folsom, CA",4.0,2.7,0.49,0.68,0.27,0.9,"576,823",0.06,0.12,0.38,0.62,0.71,0.39,0.04,0.08
39262,"St. Louis, MO-IL",3.0,2.41,0.48,0.71,0.22,0.93,"642,539",0.07,0.14,0.42,0.65,0.74,0.32,0.06,0.07
39263,"San Antonio-New Braunfels, TX",4.0,2.7,0.48,0.73,0.21,0.87,"643,444",0.11,0.15,0.57,0.65,0.63,0.33,0.16,0.1
39264,"San Francisco-Redwood City-South San Francisco, CA",,,,,,,,,,,,,,,
39265,"San Jose-Sunnyvale-Santa Clara, CA",4.0,2.86,0.52,0.64,0.31,0.89,"469,632",0.03,0.09,0.46,0.67,0.77,0.28,0.04,0.05
39266,"Sioux Falls, SD",,,,,,,,,,,,,,,
39267,"Springfield, MA",4.0,2.38,0.41,0.63,0.33,0.9,"170,335",0.06,0.16,0.38,0.59,0.68,0.45,0.03,0.1
39268,"Tampa-St. Petersburg-Clearwater, FL",4.0,2.42,0.47,0.71,0.24,0.91,"720,482",0.09,0.14,0.4,0.61,0.64,0.37,0.11,0.09
39269,"Toledo, OH",3.0,2.3,0.45,0.68,0.25,0.92,"149,306",0.06,0.15,0.38,0.64,0.71,0.39,0.05,0.1
39270,"Tuscaloosa, AL",,,,,,,,,,,,,,,
39271,"Virginia Beach-Norfolk-Newport News, VA-NC",4.0,2.41,0.48,0.7,0.26,0.93,"434,583",0.15,0.14,0.38,0.67,0.74,0.36,0.06,0.08
39272,"Detroit-Warren-Dearborn, MI",4.0,2.46,0.46,0.74,0.21,0.91,"992,227",0.05,0.13,0.38,0.62,0.7,0.41,0.05,0.1
39273,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4.0,2.62,0.49,0.68,0.26,0.92,"1,575,871",0.07,0.09,0.44,0.7,0.77,0.28,0.07,0.06
39274,"Winston-Salem, NC",4.0,2.44,0.49,0.72,0.23,0.89,"154,324",0.07,0.15,0.59,0.59,0.63,0.39,0.1,0.09
39275,"York-Hanover, PA",,,,,,,,,,,,,,,
39276,"Youngstown-Warren-Boardman, OH-PA",3.0,2.26,0.47,0.74,0.2,0.92,"110,694",0.08,0.17,0.31,0.56,0.6,0.49,0.06,0.12
39277,"Akron, OH",3.0,2.34,0.46,0.72,0.24,0.92,"160,665",0.06,0.14,0.4,0.63,0.68,0.4,0.06,0.09
39278,"Allentown-Bethlehem-Easton, PA-NJ",4.0,2.5,0.49,0.71,0.24,0.91,"191,596",0.06,0.13,0.42,0.64,0.72,0.37,0.06,0.08
39279,"Ann Arbor, MI",,,,,,,,,,,,,,,
39280,"Asheville, NC",,,,,,,,,,,,,,,
39281,"Bakersfield, CA",4.0,3.14,0.44,0.78,0.18,0.77,"217,085",0.05,0.11,0.57,0.58,0.51,0.49,0.08,0.15
39282,"Baltimore-Columbia-Towson, MD",4.0,2.48,0.47,0.68,0.28,0.92,"672,232",0.07,0.12,0.39,0.67,0.74,0.36,0.05,0.08
39283,"Canton-Massillon, OH",,,,,,,,,,,,,,,
39284,"Charlotte-Concord-Gastonia, NC-SC",4.0,2.54,0.49,0.75,0.19,0.9,"673,803",0.06,0.11,0.57,0.67,0.69,0.31,0.1,0.08
39285,"Charlottesville, VA",,,,,,,,,,,,,,,
39286,"Chicago-Naperville-Arlington Heights, IL",,,,,,,,,,,,,,,
39287,"Chico, CA",,,,,,,,,,,,,,,
39288,"Cleveland-Elyria, OH",4.0,2.28,0.45,0.72,0.22,0.92,"459,168",0.06,0.15,0.38,0.64,0.68,0.4,0.05,0.09
39289,"Columbia, MO",,,,,,,,,,,,,,,
39290,"Dallas-Fort Worth-Arlington, TX",4.0,2.71,0.51,0.75,0.2,0.87,"1,974,825",0.06,0.1,0.59,0.69,0.66,0.25,0.17,0.08
39291,"Denver-Aurora-Lakewood, CO",4.0,2.47,0.49,0.72,0.22,0.92,"752,085",0.06,0.1,0.52,0.72,0.71,0.3,0.08,0.05
39292,"Des Moines-West Des Moines, IA",3.0,2.42,0.52,0.74,0.19,0.93,"173,385",0.06,0.11,0.48,0.71,0.75,0.32,0.04,0.05
39293,"Detroit-Warren-Dearborn, MI",4.0,2.46,0.46,0.74,0.21,0.91,"992,227",0.05,0.13,0.38,0.62,0.7,0.41,0.05,0.1
39294,"East Stroudsburg, PA",,,,,,,,,,,,,,,
39295,"Chicago-Naperville-Elgin, IL-IN-WI",4.0,2.55,0.47,0.71,0.23,0.9,"2,284,402",0.04,0.11,0.46,0.66,0.7,0.33,0.08,0.08
39296,"Flint, MI",,,,,,,,,,,,,,,
39297,"Fond du Lac, WI",,,,,,,,,,,,,,,
39298,"Dallas-Fort Worth-Arlington, TX",4.0,2.71,0.51,0.75,0.2,0.87,"1,974,825",0.06,0.1,0.59,0.69,0.66,0.25,0.17,0.08
39299,"Houston-The Woodlands-Sugar Land, TX",3.0,2.74,0.51,0.75,0.21,0.84,"1,808,878",0.05,0.1,0.57,0.66,0.6,0.28,0.19,0.11
39300,"Jackson, MI",,,,,,,,,,,,,,,
39301,"Janesville-Beloit, WI",,,,,,,,,,,,,,,
39302,"Kansas City, MO-KS",3.0,2.46,0.52,0.77,0.17,0.93,"517,202",0.07,0.12,0.52,0.68,0.75,0.28,0.09,0.07
39303,"Killeen-Temple, TX",,,,,,,,,,,,,,,
39304,"Lansing-East Lansing, MI",3.0,2.37,0.45,0.55,0.4,0.94,"131,186",0.06,0.15,0.45,0.62,0.75,0.36,0.05,0.07
39305,"Las Vegas-Henderson-Paradise, NV",4.0,2.66,0.44,0.76,0.21,0.87,"551,521",0.08,0.13,0.45,0.64,0.61,0.37,0.13,0.12
39306,"Los Angeles-Long Beach-Glendale, CA",,,,,,,,,,,,,,,
39307,"Lynchburg, VA",,,,,,,,,,,,,,,
39308,"Madison, WI",3.0,2.28,0.48,0.62,0.33,0.96,"171,447",0.05,0.09,0.58,0.69,0.82,0.27,0.04,0.05
39309,"Memphis, TN-MS-AR",4.0,2.53,0.42,0.77,0.17,0.9,"327,202",0.07,0.13,0.64,0.64,0.64,0.37,0.11,0.13
39310,"Miami-Miami Beach-Kendall, FL",,,,,,,,,,,,,,,
39311,"Oakland-Hayward-Berkeley, CA",,,,,,,,,,,,,,,
39312,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4.0,2.48,0.46,0.69,0.25,0.92,"1,465,221",0.05,0.13,0.44,0.65,0.73,0.36,0.05,0.09
39313,"Phoenix-Mesa-Chandler, AZ",4.0,2.61,0.49,0.73,0.23,0.89,"1,171,188",0.07,0.12,0.54,0.64,0.66,0.35,0.11,0.08
39314,"Port St. Lucie, FL",4.0,2.47,0.49,0.75,0.2,0.91,"92,503",0.1,0.14,0.34,0.55,0.61,0.44,0.12,0.07
39315,"Providence-Warwick, RI-MA",4.0,2.4,0.45,0.66,0.3,0.88,"388,957",0.05,0.14,0.41,0.65,0.69,0.41,0.04,0.08
39316,"Riverside-San Bernardino-Ontario, CA",4.0,3.17,0.47,0.74,0.23,0.83,"1,128,235",0.05,0.12,0.46,0.61,0.58,0.42,0.09,0.1
39317,"Roanoke, VA",,,,,,,,,,,,,,,
39318,"Rochester, NY",3.0,2.3,0.45,0.67,0.28,0.91,"244,974",0.06,0.14,0.37,0.63,0.71,0.4,0.04,0.08
39319,"Rockford, IL",,,,,,,,,,,,,,,
39320,"Sacramento-Roseville-Folsom, CA",4.0,2.7,0.49,0.68,0.27,0.9,"576,823",0.06,0.12,0.38,0.62,0.71,0.39,0.04,0.08
39321,"San Antonio-New Braunfels, TX",4.0,2.7,0.48,0.73,0.21,0.87,"643,444",0.11,0.15,0.57,0.65,0.63,0.33,0.16,0.1
39322,"San Francisco-Redwood City-South San Francisco, CA",,,,,,,,,,,,,,,
39323,"San Jose-Sunnyvale-Santa Clara, CA",4.0,2.86,0.52,0.64,0.31,0.89,"469,632",0.03,0.09,0.46,0.67,0.77,0.28,0.04,0.05
39324,"Tampa-St. Petersburg-Clearwater, FL",4.0,2.42,0.47,0.71,0.24,0.91,"720,482",0.09,0.14,0.4,0.61,0.64,0.37,0.11,0.09
39325,"Virginia Beach-Norfolk-Newport News, VA-NC",4.0,2.41,0.48,0.7,0.26,0.93,"434,583",0.15,0.14,0.38,0.67,0.74,0.36,0.06,0.08
39326,"Detroit-Warren-Dearborn, MI",4.0,2.46,0.46,0.74,0.21,0.91,"992,227",0.05,0.13,0.38,0.62,0.7,0.41,0.05,0.1
39327,"Winston-Salem, NC",4.0,2.44,0.49,0.72,0.23,0.89,"154,324",0.07,0.15,0.59,0.59,0.63,0.39,0.1,0.09
39328,"York-Hanover, PA",,,,,,,,,,,,,,,
39329,"Youngstown-Warren-Boardman, OH-PA",3.0,2.26,0.47,0.74,0.2,0.92,"110,694",0.08,0.17,0.31,0.56,0.6,0.49,0.06,0.12
39330,"Abilene, TX",,,,,,,,,,,,,,,
39331,"Akron, OH",3.0,2.34,0.46,0.72,0.24,0.92,"160,665",0.06,0.14,0.4,0.63,0.68,0.4,0.06,0.09
39332,"Albany, GA",,,,,,,,,,,,,,,
39333,"Albany-Lebanon, OR",,,,,,,,,,,,,,,
39334,"Albany-Schenectady-Troy, NY",3.0,2.29,0.47,0.66,0.3,0.93,"208,912",0.06,0.13,0.38,0.63,0.74,0.38,0.03,0.07
39335,"Allentown-Bethlehem-Easton, PA-NJ",4.0,2.5,0.49,0.71,0.24,0.91,"191,596",0.06,0.13,0.42,0.64,0.72,0.37,0.06,0.08
39336,"Altoona, PA",,,,,,,,,,,,,,,
39337,"Amarillo, TX",,,,,,,,,,,,,,,
39338,"Ames, IA",,,,,,,,,,,,,,,
39339,"Anaheim-Santa Ana-Irvine, CA",,,,,,,,,,,,,,,
39340,"Anchorage, AK",,,,,,,,,,,,,,,
39341,"Ann Arbor, MI",,,,,,,,,,,,,,,
39342,"Anniston-Oxford, AL",,,,,,,,,,,,,,,
39343,"Appleton, WI",,,,,,,,,,,,,,,
39344,"Asheville, NC",,,,,,,,,,,,,,,
39345,"Athens-Clarke County, GA",,,,,,,,,,,,,,,
39346,"Atlanta-Sandy Springs-Alpharetta, GA",4.0,2.66,0.48,0.72,0.22,0.91,"1,573,561",0.07,0.11,0.48,0.67,0.7,0.28,0.12,0.09
39347,"Atlantic City-Hammonton, NJ",,,,,,,,,,,,,,,
39348,"Auburn-Opelika, AL",,,,,,,,,,,,,,,
39349,"Augusta-Richmond County, GA-SC",4.0,2.69,0.44,0.72,0.22,0.89,"144,792",0.11,0.16,0.44,0.61,0.65,0.38,0.11,0.13
39350,"Austin-Round Rock-Georgetown, TX",4.0,2.42,0.5,0.68,0.27,0.92,"624,985",0.06,0.1,0.58,0.71,0.74,0.23,0.13,0.07
39351,"Bakersfield, CA",4.0,3.14,0.44,0.78,0.18,0.77,"217,085",0.05,0.11,0.57,0.58,0.51,0.49,0.08,0.15
39352,"Baltimore-Columbia-Towson, MD",4.0,2.48,0.47,0.68,0.28,0.92,"672,232",0.07,0.12,0.39,0.67,0.74,0.36,0.05,0.08
39353,"Battle Creek, MI",,,,,,,,,,,,,,,
39354,"Bay City, MI",,,,,,,,,,,,,,,
39355,"Beaumont-Port Arthur, TX",,,,,,,,,,,,,,,
39356,"Beckley, WV",,,,,,,,,,,,,,,
39357,"Bend, OR",,,,,,,,,,,,,,,
39358,"Binghamton, NY",,,,,,,,,,,,,,,
39359,"Birmingham-Hoover, AL",3.0,2.5,0.47,0.75,0.17,0.9,"264,679",0.06,0.15,0.58,0.61,0.69,0.35,0.08,0.1
39360,"Blacksburg-Christiansburg, VA",,,,,,,,,,,,,,,
39361,"Bloomington, IL",,,,,,,,,,,,,,,
39362,"Boston-Cambridge-Newton, MA-NH",4.0,2.47,0.47,0.63,0.31,0.92,"1,196,562",0.04,0.1,0.46,0.69,0.76,0.34,0.03,0.06
39363,"Boulder, CO",,,,,,,,,,,,,,,
39364,"Bremerton-Silverdale-Port Orchard, WA",,,,,,,,,,,,,,,
39365,"Brownsville-Harlingen, TX",,,,,,,,,,,,,,,
39366,"Brunswick, GA",,,,,,,,,,,,,,,
39367,"Buffalo-Cheektowaga, NY",4.0,2.25,0.44,0.68,0.27,0.93,"260,535",0.06,0.14,0.36,0.63,0.7,0.44,0.03,0.1
39368,"Burlington, NC",,,,,,,,,,,,,,,
39369,"California-Lexington Park, MD",,,,,,,,,,,,,,,
39370,"Boston-Cambridge-Newton, MA-NH",4.0,2.47,0.47,0.63,0.31,0.92,"1,196,562",0.04,0.1,0.46,0.69,0.76,0.34,0.03,0.06
39371,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4.0,2.48,0.46,0.69,0.25,0.92,"1,465,221",0.05,0.13,0.44,0.65,0.73,0.36,0.05,0.09
39372,"Canton-Massillon, OH",,,,,,,,,,,,,,,
39373,"Cape Coral-Fort Myers, FL",4.0,2.43,0.53,0.75,0.21,0.9,"147,478",0.08,0.14,0.39,0.53,0.61,0.45,0.11,0.09
39374,"Carbondale-Marion, IL",,,,,,,,,,,,,,,
39375,"Cedar Rapids, IA",,,,,,,,,,,,,,,
39376,"Chambersburg-Waynesboro, PA",,,,,,,,,,,,,,,
39377,"Champaign-Urbana, IL",,,,,,,,,,,,,,,
39378,"Charleston, WV",,,,,,,,,,,,,,,
39379,"Charlotte-Concord-Gastonia, NC-SC",4.0,2.54,0.49,0.75,0.19,0.9,"673,803",0.06,0.11,0.57,0.67,0.69,0.31,0.1,0.08
39380,"Chattanooga, TN-GA",3.0,2.42,0.5,0.73,0.2,0.9,"131,391",0.07,0.15,0.65,0.62,0.68,0.34,0.1,0.08
39381,"Chicago-Naperville-Arlington Heights, IL",,,,,,,,,,,,,,,
39382,"Chico, CA",,,,,,,,,,,,,,,
39383,"Cleveland, TN",,,,,,,,,,,,,,,
39384,"Cleveland-Elyria, OH",4.0,2.28,0.45,0.72,0.22,0.92,"459,168",0.06,0.15,0.38,0.64,0.68,0.4,0.05,0.09
39385,"College Station-Bryan, TX",,,,,,,,,,,,,,,
39386,"Colorado Springs, CO",4.0,2.52,0.53,0.66,0.29,0.95,"183,294",0.15,0.13,0.35,0.67,0.73,0.35,0.07,0.06
39387,"Columbia, MO",,,,,,,,,,,,,,,
39388,"Columbus, GA-AL",,,,,,,,,,,,,,,
39389,"Columbus, OH",4.0,2.45,0.48,0.7,0.24,0.92,"530,168",0.06,0.12,0.48,0.67,0.7,0.33,0.08,0.09
39390,"Corpus Christi, TX",,,,,,,,,,,,,,,
39391,"Crestview-Fort Walton Beach-Destin, FL",,,,,,,,,,,,,,,
39392,"Dallas-Fort Worth-Arlington, TX",4.0,2.71,0.51,0.75,0.2,0.87,"1,974,825",0.06,0.1,0.59,0.69,0.66,0.25,0.17,0.08
39393,"Danville, IL",,,,,,,,,,,,,,,
39394,"Daphne-Fairhope-Foley, AL",,,,,,,,,,,,,,,
39395,"Davenport-Moline-Rock Island, IA-IL",,,,,,,,,,,,,,,
39396,"Dayton, OH",,,,,,,,,,,,,,,
39397,"Decatur, AL",,,,,,,,,,,,,,,
39398,"Decatur, IL",,,,,,,,,,,,,,,
39399,"Deltona-Daytona Beach-Ormond Beach, FL",3.0,2.31,0.49,0.7,0.24,0.92,"131,589",0.1,0.18,0.39,0.52,0.6,0.43,0.13,0.08
39400,"Denver-Aurora-Lakewood, CO",4.0,2.47,0.49,0.72,0.22,0.92,"752,085",0.06,0.1,0.52,0.72,0.71,0.3,0.08,0.05
39401,"Des Moines-West Des Moines, IA",3.0,2.42,0.52,0.74,0.19,0.93,"173,385",0.06,0.11,0.48,0.71,0.75,0.32,0.04,0.05
39402,"Detroit-Warren-Dearborn, MI",4.0,2.46,0.46,0.74,0.21,0.91,"992,227",0.05,0.13,0.38,0.62,0.7,0.41,0.05,0.1
39403,"Dothan, AL",,,,,,,,,,,,,,,
39404,"Dubuque, IA",,,,,,,,,,,,,,,
39405,"Durham-Chapel Hill, NC",4.0,2.36,0.46,0.59,0.37,0.91,"166,768",0.06,0.12,0.57,0.62,0.72,0.31,0.1,0.09
39406,"Dutchess County-Putnam County, NY",,,,,,,,,,,,,,,
39407,"East Stroudsburg, PA",,,,,,,,,,,,,,,
39408,"El Centro, CA",,,,,,,,,,,,,,,
39409,"Chicago-Naperville-Elgin, IL-IN-WI",4.0,2.55,0.47,0.71,0.23,0.9,"2,284,402",0.04,0.11,0.46,0.66,0.7,0.33,0.08,0.08
39410,"Elmira, NY",,,,,,,,,,,,,,,
39411,"El Paso, TX",4.0,2.87,0.46,0.69,0.26,0.81,"211,861",0.08,0.14,0.49,0.63,0.52,0.35,0.22,0.17
39412,"Enid, OK",,,,,,,,,,,,,,,
39413,"Erie, PA",,,,,,,,,,,,,,,
39414,"Fairbanks, AK",,,,,,,,,,,,,,,
39415,"Fargo, ND-MN",,,,,,,,,,,,,,,
39416,"Fayetteville, NC",4.0,2.55,0.46,0.7,0.26,0.92,"130,490",0.17,0.16,0.47,0.63,0.65,0.4,0.1,0.12
39417,"Fayetteville-Springdale-Rogers, AR",3.0,2.65,0.52,0.73,0.22,0.89,"141,373",0.07,0.1,0.71,0.66,0.64,0.34,0.11,0.07
39418,"Flint, MI",,,,,,,,,,,,,,,
39419,"Florence-Muscle Shoals, AL",,,,,,,,,,,,,,,
39420,"Fond du Lac, WI",,,,,,,,,,,,,,,
39421,"Fort Collins, CO",,,,,,,,,,,,,,,
39422,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",,,,,,,,,,,,,,,
39423,"Fort Smith, AR-OK",,,,,,,,,,,,,,,
39424,"Dallas-Fort Worth-Arlington, TX",4.0,2.71,0.51,0.75,0.2,0.87,"1,974,825",0.06,0.1,0.59,0.69,0.66,0.25,0.17,0.08
39425,"Fresno, CA",4.0,3.09,0.44,0.75,0.21,0.79,"247,146",0.05,0.13,0.51,0.61,0.53,0.5,0.06,0.16
39426,"Gadsden, AL",,,,,,,,,,,,,,,
39427,"Gainesville, FL",,,,,,,,,,,,,,,
39428,"Grand Rapids-Kentwood, MI",3.0,2.59,0.52,0.74,0.2,0.92,"260,321",0.05,0.11,0.5,0.67,0.75,0.33,0.05,0.06
39429,"Greeley, CO",,,,,,,,,,,,,,,
39430,"Greensboro-High Point, NC",4.0,2.46,0.46,0.67,0.28,0.89,"188,414",0.06,0.14,0.52,0.62,0.66,0.36,0.1,0.11
39431,"Greenville, NC",,,,,,,,,,,,,,,
39432,"Gulfport-Biloxi, MS",,,,,,,,,,,,,,,
39433,"Hagerstown-Martinsburg, MD-WV",,,,,,,,,,,,,,,
39434,"Harrisburg-Carlisle, PA",4.0,2.36,0.51,0.77,0.19,0.92,"131,739",0.08,0.12,0.45,0.64,0.75,0.36,0.05,0.07
39435,"Hattiesburg, MS",,,,,,,,,,,,,,,
39436,"Hickory-Lenoir-Morganton, NC",,,,,,,,,,,,,,,
39437,"Homosassa Springs, FL",,,,,,,,,,,,,,,
39438,"Hot Springs, AR",,,,,,,,,,,,,,,
39439,"Houston-The Woodlands-Sugar Land, TX",3.0,2.74,0.51,0.75,0.21,0.84,"1,808,878",0.05,0.1,0.57,0.66,0.6,0.28,0.19,0.11
39440,"Huntsville, AL",4.0,2.38,0.53,0.68,0.26,0.91,"117,812",0.11,0.13,0.43,0.63,0.8,0.27,0.08,0.07
39441,"Iowa City, IA",,,,,,,,,,,,,,,
39442,"Ithaca, NY",,,,,,,,,,,,,,,
39443,"Jackson, MI",,,,,,,,,,,,,,,
39444,"Jackson, MS",3.0,2.48,0.43,0.74,0.21,0.89,"142,828",0.06,0.16,0.57,0.59,0.61,0.37,0.13,0.14
39445,"Jackson, TN",,,,,,,,,,,,,,,
39446,"Jacksonville, FL",3.0,2.49,0.48,0.76,0.19,0.92,"380,009",0.12,0.13,0.39,0.63,0.7,0.34,0.1,0.09
39447,"Jacksonville, NC",,,,,,,,,,,,,,,
39448,"Janesville-Beloit, WI",,,,,,,,,,,,,,,
39449,"Johnson City, TN",,,,,,,,,,,,,,,
39450,"Joplin, MO",,,,,,,,,,,,,,,
39451,"Kalamazoo-Portage, MI",,,,,,,,,,,,,,,
39452,"Kankakee, IL",,,,,,,,,,,,,,,
39453,"Kansas City, MO-KS",3.0,2.46,0.52,0.77,0.17,0.93,"517,202",0.07,0.12,0.52,0.68,0.75,0.28,0.09,0.07
39454,"Killeen-Temple, TX",,,,,,,,,,,,,,,
39455,"Kingsport-Bristol, TN-VA",,,,,,,,,,,,,,,
39456,"Kingston, NY",,,,,,,,,,,,,,,
39457,"Knoxville, TN",4.0,2.42,0.49,0.68,0.26,0.91,"204,937",0.08,0.15,0.57,0.6,0.69,0.37,0.09,0.08
39458,"Chicago-Naperville-Elgin, IL-IN-WI",4.0,2.55,0.47,0.71,0.23,0.9,"2,284,402",0.04,0.11,0.46,0.66,0.7,0.33,0.08,0.08
39459,"Lake Havasu City-Kingman, AZ",,,,,,,,,,,,,,,
39460,"Lakeland-Winter Haven, FL",3.0,2.68,0.46,0.8,0.16,0.88,"170,379",0.07,0.14,0.54,0.56,0.58,0.4,0.14,0.12
39461,"Lancaster, PA",4.0,2.57,0.56,0.77,0.2,0.88,"121,378",0.06,0.12,0.37,0.66,0.69,0.35,0.11,0.06
39462,"Lansing-East Lansing, MI",3.0,2.37,0.45,0.55,0.4,0.94,"131,186",0.06,0.15,0.45,0.62,0.75,0.36,0.05,0.07
39463,"Laredo, TX",,,,,,,,,,,,,,,
39464,"Las Vegas-Henderson-Paradise, NV",4.0,2.66,0.44,0.76,0.21,0.87,"551,521",0.08,0.13,0.45,0.64,0.61,0.37,0.13,0.12
39465,"Lawton, OK",,,,,,,,,,,,,,,
39466,"Lebanon, PA",,,,,,,,,,,,,,,
39467,"Lima, OH",,,,,,,,,,,,,,,
39468,"Lincoln, NE",,,,,,,,,,,,,,,
39469,"Little Rock-North Little Rock-Conway, AR",3.0,2.39,0.51,0.74,0.2,0.93,"183,176",0.08,0.15,0.56,0.63,0.66,0.39,0.08,0.1
39470,"Longview, TX",,,,,,,,,,,,,,,
39471,"Los Angeles-Long Beach-Glendale, CA",,,,,,,,,,,,,,,
39472,"Lubbock, TX",,,,,,,,,,,,,,,
39473,"Lynchburg, VA",,,,,,,,,,,,,,,
39474,"Macon-Bibb County, GA",,,,,,,,,,,,,,,
39475,"Madison, WI",3.0,2.28,0.48,0.62,0.33,0.96,"171,447",0.05,0.09,0.58,0.69,0.82,0.27,0.04,0.05
39476,"Mansfield, OH",,,,,,,,,,,,,,,
39477,"McAllen-Edinburg-Mission, TX",3.0,3.25,0.48,0.81,0.15,0.69,"218,483",0.03,0.12,0.67,0.57,0.36,0.39,0.31,0.26
39478,"Memphis, TN-MS-AR",4.0,2.53,0.42,0.77,0.17,0.9,"327,202",0.07,0.13,0.64,0.64,0.64,0.37,0.11,0.13
39479,"Merced, CA",,,,,,,,,,,,,,,
39480,"Miami-Miami Beach-Kendall, FL",,,,,,,,,,,,,,,
39481,"Midland, MI",,,,,,,,,,,,,,,
39482,"Midland, TX",,,,,,,,,,,,,,,
39483,"Milwaukee-Waukesha, WI",3.0,2.37,0.47,0.76,0.2,0.93,"364,582",0.05,0.12,0.49,0.66,0.7,0.36,0.06,0.09
39484,"Minneapolis-St. Paul-Bloomington, MN-WI",4.0,2.5,0.5,0.72,0.21,0.95,"865,454",0.06,0.11,0.39,0.71,0.78,0.31,0.04,0.05
39485,"Mobile, AL",,,,,,,,,,,,,,,
39486,"Modesto, CA",4.0,3.14,0.47,0.77,0.19,0.78,"132,786",0.04,0.12,0.53,0.62,0.57,0.44,0.08,0.11
39487,"Monroe, MI",,,,,,,,,,,,,,,
39488,"Montgomery, AL",,,,,,,,,,,,,,,
39489,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4.0,2.48,0.46,0.69,0.25,0.92,"1,465,221",0.05,0.13,0.44,0.65,0.73,0.36,0.05,0.09
39490,"Morgantown, WV",,,,,,,,,,,,,,,
39491,"Morristown, TN",,,,,,,,,,,,,,,
39492,"Muskegon, MI",,,,,,,,,,,,,,,
39493,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",3.0,2.39,0.52,0.74,0.21,0.93,"96,690",0.11,0.18,0.44,0.52,0.6,0.48,0.12,0.08
39494,"Napa, CA",,,,,,,,,,,,,,,
39495,"Naples-Marco Island, FL",,,,,,,,,,,,,,,
39496,"Nashville-Davidson--Murfreesboro--Franklin, TN",3.0,2.49,0.51,0.72,0.22,0.92,"506,130",0.06,0.11,0.58,0.68,0.74,0.29,0.09,0.07
39497,"New York-Newark-Jersey City, NY-NJ-PA",4.0,2.64,0.46,0.68,0.25,0.88,"4,668,590",0.03,0.11,0.41,0.65,0.66,0.39,0.07,0.1
39498,"New York-Newark-Jersey City, NY-NJ-PA",4.0,2.64,0.46,0.68,0.25,0.88,"4,668,590",0.03,0.11,0.41,0.65,0.66,0.39,0.07,0.1
